Title:,Time Series, Area-Averaged of Carbon Monoxide, Mole Fraction in Air (Daytime/Ascending) monthly 1 ()
User Start Date:,2013-01-01T00:00:00Z
User End Date:,2013-12-31T23:59:59Z
User Bounding Box:,"45.9668,40.0195,87.4512,55.8398"
Data Bounding Box:,"46.5,40.5,86.5,55.5"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2013-01-01T00:00:00Z&endtime=2013-12-31T23:59:59Z&bbox=45.9668,40.0195,87.4512,55.8398&data=AIRX3STM_006_CO_VMR_A(z%3D850)&variableFacets=dataFieldMeasurement%3ACO%3B&portal=GIOVANNI&format=json"
Fill Value (mean_AIRX3STM_006_CO_VMR_A): -9999

time, mean_AIRX3STM_006_CO_VMR_A
2013-01-01 00:00:00,145.143327
2013-02-01 00:00:00,150.236533
2013-03-01 00:00:00,152.958291
2013-04-01 00:00:00,147.809828
2013-05-01 00:00:00,131.771713
2013-06-01 00:00:00,108.394915
2013-07-01 00:00:00,106.78093
2013-08-01 00:00:00,110.060124
2013-09-01 00:00:00,102.318887
2013-10-01 00:00:00,108.462025
2013-11-01 00:00:00,119.029886
2013-12-01 00:00:00,134.022489
