Title:,Time Series, Area-Averaged of Carbon Monoxide, Mole Fraction in Air (Daytime/Ascending) monthly 1 ()
User Start Date:,2009-01-01T00:00:00Z
User End Date:,2009-12-31T23:59:59Z
User Bounding Box:,"45.9668,40.0195,87.4512,55.8398"
Data Bounding Box:,"46.5,40.5,86.5,55.5"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2009-01-01T00:00:00Z&endtime=2009-12-31T23:59:59Z&bbox=45.9668,40.0195,87.4512,55.8398&data=AIRX3STM_006_CO_VMR_A(z%3D250)&variableFacets=dataFieldMeasurement%3ACO%3B&portal=GIOVANNI&format=json"
Fill Value (mean_AIRX3STM_006_CO_VMR_A): -9999

time, mean_AIRX3STM_006_CO_VMR_A
2009-01-01 00:00:00,77.4495123
2009-02-01 00:00:00,77.3518733
2009-03-01 00:00:00,78.7755854
2009-04-01 00:00:00,80.3655111
2009-05-01 00:00:00,78.3827598
2009-06-01 00:00:00,75.8186533
2009-07-01 00:00:00,75.7361966
2009-08-01 00:00:00,78.2101345
2009-09-01 00:00:00,74.0997014
2009-10-01 00:00:00,69.8893138
2009-11-01 00:00:00,73.2109355
2009-12-01 00:00:00,77.2302189
