Title:,Time Series, Area-Averaged of Methane, Mole Fraction in Air (Daytime/Ascending) monthly 1 ()
User Start Date:,2008-01-01T00:00:00Z
User End Date:,2008-12-31T23:59:59Z
User Bounding Box:,"45.9668,40.0195,87.4512,55.8398"
Data Bounding Box:,"46.5,40.5,86.5,55.5"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2008-01-01T00:00:00Z&endtime=2008-12-31T23:59:59Z&bbox=45.9668,40.0195,87.4512,55.8398&data=AIRX3STM_006_CH4_VMR_A(z%3D400)&variableFacets=dataFieldMeasurement%3ACH4%3B&portal=GIOVANNI&format=json"
Fill Value (mean_AIRX3STM_006_CH4_VMR_A): -9999

time, mean_AIRX3STM_006_CH4_VMR_A
2008-01-01 00:00:00,1828.90421
2008-02-01 00:00:00,1819.9564
2008-03-01 00:00:00,1794.9679
2008-04-01 00:00:00,1805.05239
2008-05-01 00:00:00,1824.48656
2008-06-01 00:00:00,1841.03415
2008-07-01 00:00:00,1861.83053
2008-08-01 00:00:00,1858.15836
2008-09-01 00:00:00,1846.84518
2008-10-01 00:00:00,1838.16117
2008-11-01 00:00:00,1825.36444
2008-12-01 00:00:00,1831.13272
