Title:,Time Series, Area-Averaged of Methane, Mole Fraction in Air (Daytime/Ascending) monthly 1 ()
User Start Date:,2012-01-01T00:00:00Z
User End Date:,2012-12-31T23:59:59Z
User Bounding Box:,"45.9668,40.0195,87.4512,55.8398"
Data Bounding Box:,"46.5,40.5,86.5,55.5"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2012-01-01T00:00:00Z&endtime=2012-12-31T23:59:59Z&bbox=45.9668,40.0195,87.4512,55.8398&data=AIRX3STM_006_CH4_VMR_A(z%3D925)&variableFacets=dataFieldMeasurement%3ACH4%3B&portal=GIOVANNI&format=json"
Fill Value (mean_AIRX3STM_006_CH4_VMR_A): -9999

time, mean_AIRX3STM_006_CH4_VMR_A
2012-01-01 00:00:00,1906.08605
2012-02-01 00:00:00,1905.53804
2012-03-01 00:00:00,1904.74462
2012-04-01 00:00:00,1875.9958
2012-05-01 00:00:00,1896.60526
2012-06-01 00:00:00,1910.85117
2012-07-01 00:00:00,1921.68061
2012-08-01 00:00:00,1913.18613
2012-09-01 00:00:00,1908.45825
2012-10-01 00:00:00,1891.60043
2012-11-01 00:00:00,1902.25205
2012-12-01 00:00:00,1900.7085
